-0.710149, 0.827146, -0.13226, 0.143101, -1.47173, 0.330738, 0.338104, 0.352697, 1.33844, 0.548408, -0.423753, -0.189924, 0.659406, -1.30615, 0.527079, 0.514679, -0.873547, -1.11924, -0.556674, -0.411016, 0.211703, -0.185191, 1.47304, -1.20032, -0.878121, -1.02162, 0.461832, -0.744124, -0.101614, -0.770866
-0.710149, 0.827146, -0.13226, 0.141451, -1.47226, 0.33011, 0.338104, 0.352697, 1.33844, 0.548408, -0.423753, -0.189924, 0.661057, -1.30562, 0.527706, 0.514679, -0.873547, -1.11924, -0.55664, -0.410952, 0.211677, -0.185191, 1.47304, -1.20032, -0.878154, -1.02169, 0.461858, -0.744124, -0.101614, -0.770866
-0.710148, 0.827144, -0.13226, 0.122484, -1.47834, 0.322896, 0.338104, 0.352697, 1.33844, 0.548405, -0.423751, -0.189914, 0.680022, -1.29953, 0.534918, 0.514678, -0.873551, -1.11924, -0.555851, -0.409463, 0.211072, -0.185191, 1.47304, -1.20031, -0.878938, -1.02318, 0.462468, -0.744123, -0.101612, -0.770871
-0.710146, 0.827142, -0.132261, 0.10995, -1.48236, 0.318127, 0.338103, 0.352695, 1.33843, 0.5484, -0.423747, -0.189899, 0.692555, -1.29551, 0.539683, 0.514676, -0.873556, -1.11925, -0.554718, -0.407325, 0.210204, -0.185192, 1.47303, -1.20031, -0.880064, -1.02532, 0.463344, -0.744123, -0.10161, -0.77088
-0.710142, 0.827136, -0.132264, 0.0936543, -1.48757, 0.311922, 0.338101, 0.352693, 1.33843, 0.548388, -0.423738, -0.18986, 0.708849, -1.29028, 0.545878, 0.514671, -0.873571, -1.11928, -0.55207, -0.402336, 0.208181, -0.185195, 1.47303, -1.20031, -0.882695, -1.03031, 0.465388, -0.744121, -0.101605, -0.770902
-0.710133, 0.827123, -0.132269, 0.0774357, -1.49276, 0.305736, 0.338098, 0.352687, 1.33842, 0.548364, -0.423719, -0.189781, 0.72507, -1.28506, 0.552043, 0.51466, -0.8736, -1.11933, -0.547754, -0.39422, 0.204901, -0.1852, 1.47302, -1.2003, -0.886983, -1.03843, 0.468716, -0.744118, -0.101593, -0.77095
-0.710113, 0.827094, -0.132279, 0.0598356, -1.49838, 0.298994, 0.338091, 0.352675, 1.3384, 0.548314, -0.423678, -0.189607, 0.742692, -1.27938, 0.558736, 0.514636, -0.873665, -1.11945, -0.541121, -0.38181, 0.199931, -0.185211, 1.473, -1.20027, -0.893567, -1.05085, 0.47381, -0.744115, -0.101564, -0.771071
-0.71007, 0.827033, -0.132302, 0.0422179, -1.50401, 0.292165, 0.338075, 0.352648, 1.33836, 0.548212, -0.423592, -0.189239, 0.760396, -1.27363, 0.56545, 0.514585, -0.873802, -1.11971, -0.532909, -0.366639, 0.194006, -0.185236, 1.47296, -1.20023, -0.90171, -1.06603, 0.480059, -0.744121, -0.10149, -0.771378
-0.709975, 0.826898, -0.132351, 0.024571, -1.50969, 0.285115, 0.33804, 0.35259, 1.33827, 0.548011, -0.423412, -0.188454, 0.778331, -1.26773, 0.572228, 0.514475, -0.874094, -1.12025, -0.523717, -0.350159, 0.188017, -0.185289, 1.47286, -1.20012, -0.910838, -1.08251, 0.486918, -0.74417, -0.101303, -0.772182
-0.709772, 0.826616, -0.132456, 0.00711818, -1.51552, 0.277622, 0.337967, 0.352468, 1.33807, 0.54764, -0.423054, -0.186857, 0.796614, -1.26154, 0.579091, 0.514245, -0.874688, -1.12136, -0.51377, -0.33344, 0.183061, -0.185401, 1.47267, -1.1999, -0.920842, -1.0992, 0.494074, -0.74436, -0.100859, -0.774163
-0.709351, 0.82605, -0.13268, -0.00956507, -1.52167, 0.269228, 0.337817, 0.352216, 1.33767, 0.547011, -0.42241, -0.18379, 0.815432, -1.25482, 0.586066, 0.513779, -0.875821, -1.12347, -0.502769, -0.317041, 0.180654, -0.18563, 1.47226, -1.19944, -0.932392, -1.11541, 0.501562, -0.74489, -0.0999135, -0.77861
-0.708503, 0.824944, -0.133162, -0.0243145, -1.52846, 0.259048, 0.33751, 0.351706, 1.33683, 0.546078, -0.421426, -0.178327, 0.835083, -1.24712, 0.593188, 0.512867, -0.877803, -1.12713, -0.490086, -0.301216, 0.1828, -0.186093, 1.47144, -1.19852, -0.947095, -1.13045, 0.509754, -0.746007, -0.0981801, -0.787293
-0.706795, 0.822778, -0.134241, -0.0354321, -1.53596, 0.245611, 0.336876, 0.350659, 1.3351, 0.545086, -0.420417, -0.169495, 0.855864, -1.23762, 0.60042, 0.511111, -0.880886, -1.1327, -0.475564, -0.285966, 0.191036, -0.18703, 1.46978, -1.19666, -0.967147, -1.1433, 0.519203, -0.747528, -0.0956141, -0.801082
-0.703363, 0.818533, -0.136728, -0.0415491, -1.54182, 0.22798, 0.335534, 0.348466, 1.33143, 0.545519, -0.420998, -0.15759, 0.876332, -1.22549, 0.606928, 0.507772, -0.884706, -1.13911, -0.462539, -0.272212, 0.204456, -0.188942, 1.46636, -1.19288, -0.991661, -1.15182, 0.529257, -0.747663, -0.0928805, -0.816559
-0.696538, 0.810721, -0.142204, -0.0460235, -1.5394, 0.205993, 0.332662, 0.343821, 1.3236, 0.550311, -0.426618, -0.144735, 0.894872, -1.2094, 0.611717, 0.501391, -0.888058, -1.14319, -0.456962, -0.260296, 0.221201, -0.192849, 1.45932, -1.18517, -1.01461, -1.15579, 0.537775, -0.742814, -0.0908642, -0.827805
-0.682126, 0.798155, -0.153808, -0.0516223, -1.5184, 0.173612, 0.32604, 0.333204, 1.3057, 0.555353, -0.440094, -0.128314, 0.914792, -1.18584, 0.616246, 0.487753, -0.890677, -1.14238, -0.453721, -0.24676, 0.243523, -0.201477, 1.44356, -1.16812, -1.03808, -1.15878, 0.545893, -0.727465, -0.0909227, -0.835167
-0.645248, 0.781524, -0.181219, -0.0602492, -1.44668, 0.104457, 0.307396, 0.30359, 1.25598, 0.547363, -0.463407, -0.103548, 0.953809, -1.14692, 0.633496, 0.451123, -0.893457, -1.13098, -0.442055, -0.229797, 0.288344, -0.224587, 1.40038, -1.12212, -1.07529, -1.16029, 0.557471, -0.682819, -0.101507, -0.844696
-0.607958, 0.770084, -0.204944, -0.07228, -1.3712, 0.0399725, 0.286543, 0.270806, 1.20122, 0.53687, -0.475233, -0.09188, 0.995304, -1.11667, 0.658393, 0.411085, -0.895301, -1.11575, -0.434821, -0.216233, 0.331351, -0.247758, 1.35532, -1.07554, -1.1039, -1.1591, 0.565326, -0.633641, -0.11902, -0.85097
